"","areaType","areaName","areaCode","date","age","VaccineRegisterPopulationByVaccinationDate","cumPeopleVaccinatedCompleteByVaccinationDate","newPeopleVaccinatedCompleteByVaccinationDate","cumPeopleVaccinatedFirstDoseByVaccinationDate","newPeopleVaccinatedFirstDoseByVaccinationDate","cumPeopleVaccinatedSecondDoseByVaccinationDate","newPeopleVaccinatedSecondDoseByVaccinationDate","cumVaccinationFirstDoseUptakeByVaccinationDatePercentage","cumVaccinationCompleteCoverageByVaccinationDatePercentage","cumVaccinationSecondDoseUptakeByVaccinationDatePercentage"
"1304","nation","England","E92000001","2021-06-06","85_89",858022,796573,132,819018,21,796573,132,95.5,92.8,92.8
"1305","nation","England","E92000001","2021-06-06","90+",474485,430783,64,445312,5,430783,64,93.9,90.8,90.8
"1306","nation","England","E92000001","2021-06-05","18_24",5273255,606058,13560,1090462,23872,606058,13560,20.7,11.5,11.5
"1307","nation","England","E92000001","2021-06-05","25_29",4474620,654588,12908,1194218,29837,654588,12908,26.7,14.6,14.6
"1308","nation","England","E92000001","2021-06-05","30_34",4772251,797084,16773,2190876,79019,797084,16773,45.9,16.7,16.7
"1309","nation","England","E92000001","2021-06-05","35_39",4525196,905293,19812,2704334,29517,905293,19812,59.8,20,20
"1310","nation","England","E92000001","2021-06-05","40_44",4135655,1087206,33542,2947449,7463,1087206,33542,71.3,26.3,26.3
"1311","nation","England","E92000001","2021-06-05","45_49",4007808,1424148,52305,3145050,4670,1424148,52305,78.5,35.5,35.5
"1312","nation","England","E92000001","2021-06-05","50_54",4231060,2610290,120744,3581252,1981,2610290,120744,84.6,61.7,61.7
"1313","nation","England","E92000001","2021-06-05","55_59",4079586,2796727,107192,3570473,1567,2796727,107192,87.5,68.6,68.6
"1314","nation","England","E92000001","2021-06-05","60_64",3451083,2802227,38335,3096517,770,2802227,38335,89.7,81.2,81.2
"1315","nation","England","E92000001","2021-06-05","65_69",2888878,2551501,6670,2654893,362,2551501,6670,91.9,88.3,88.3
"1316","nation","England","E92000001","2021-06-05","70_74",2867074,2647503,1736,2702486,215,2647503,1736,94.3,92.3,92.3
"1317","nation","England","E92000001","2021-06-05","75_79",2070353,1937255,850,1973347,101,1937255,850,95.3,93.6,93.6
"1318","nation","England","E92000001","2021-06-05","80_84",1427834,1330637,479,1362731,59,1330637,479,95.4,93.2,93.2
"1319","nation","England","E92000001","2021-06-05","85_89",858022,796441,283,818997,43,796441,283,95.5,92.8,92.8
"1320","nation","England","E92000001","2021-06-05","90+",474485,430719,180,445307,15,430719,180,93.9,90.8,90.8
"1321","nation","England","E92000001","2021-06-04","18_24",5273255,592498,9586,1066590,14703,592498,9586,20.2,11.2,11.2
"1322","nation","England","E92000001","2021-06-04","25_29",4474620,641680,9732,1164381,21043,641680,9732,26,14.3,14.3
"1323","nation","England","E92000001","2021-06-04","30_34",4772251,780311,12593,2111857,72160,780311,12593,44.3,16.4,16.4
"1324","nation","England","E92000001","2021-06-04","35_39",4525196,885481,14775,2674817,26069,885481,14775,59.1,19.6,19.6
"1325","nation","England","E92000001","2021-06-04","40_44",4135655,1053664,22942,2939986,5908,1053664,22942,71.1,25.5,25.5
"1326","nation","England","E92000001","2021-06-04","45_49",4007808,1371843,37646,3140380,3639,1371843,37646,78.4,34.2,34.2
"1327","nation","England","E92000001","2021-06-04","50_54",4231060,2489546,84824,3579271,1644,2489546,84824,84.6,58.8,58.8
"1328","nation","England","E92000001","2021-06-04","55_59",4079586,2689535,87841,3568906,1326,2689535,87841,87.5,65.9,65.9
"1329","nation","England","E92000001","2021-06-04","60_64",3451083,2763892,32370,3095747,746,2763892,32370,89.7,80.1,80.1
"1330","nation","England","E92000001","2021-06-04","65_69",2888878,2544831,5461,2654531,349,2544831,5461,91.9,88.1,88.1
"1331","nation","England","E92000001","2021-06-04","70_74",2867074,2645767,1407,2702271,194,2645767,1407,94.3,92.3,92.3
"1332","nation","England","E92000001","2021-06-04","75_79",2070353,1936405,788,1973246,97,1936405,788,95.3,93.5,93.5
"1333","nation","England","E92000001","2021-06-04","80_84",1427834,1330158,492,1362672,62,1330158,492,95.4,93.2,93.2
"1334","nation","England","E92000001","2021-06-04","85_89",858022,796158,313,818954,44,796158,313,95.4,92.8,92.8
"1335","nation","England","E92000001","2021-06-04","90+",474485,430539,190,445292,11,430539,190,93.8,90.7,90.7
"1336","nation","England","E92000001","2021-06-03","18_24",5273255,582912,9681,1051887,13682,582912,9681,19.9,11.1,11.1
"1337","nation","England","E92000001","2021-06-03","25_29",4474620,631948,9514,1143338,22221,631948,9514,25.6,14.1,14.1
"1338","nation","England","E92000001","2021-06-03","30_34",4772251,767718,12179,2039697,79684,767718,12179,42.7,16.1,16.1
"1339","nation","England","E92000001","2021-06-03","35_39",4525196,870706,13415,2648748,27548,870706,13415,58.5,19.2,19.2
"1340","nation","England","E92000001","2021-06-03","40_44",4135655,1030722,20393,2934078,6366,1030722,20393,70.9,24.9,24.9
"1341","nation","England","E92000001","2021-06-03","45_49",4007808,1334197,32816,3136741,3702,1334197,32816,78.3,33.3,33.3
"1342","nation","England","E92000001","2021-06-03","50_54",4231060,2404722,80823,3577627,1816,2404722,80823,84.6,56.8,56.8
"1343","nation","England","E92000001","2021-06-03","55_59",4079586,2601694,86683,3567580,1605,2601694,86683,87.4,63.8,63.8
"1344","nation","England","E92000001","2021-06-03","60_64",3451083,2731522,34178,3095001,953,2731522,34178,89.7,79.1,79.1
"1345","nation","England","E92000001","2021-06-03","65_69",2888878,2539370,6095,2654182,442,2539370,6095,91.9,87.9,87.9
"1346","nation","England","E92000001","2021-06-03","70_74",2867074,2644360,1607,2702077,232,2644360,1607,94.2,92.2,92.2
"1347","nation","England","E92000001","2021-06-03","75_79",2070353,1935617,863,1973149,125,1935617,863,95.3,93.5,93.5
"1348","nation","England","E92000001","2021-06-03","80_84",1427834,1329666,579,1362610,84,1329666,579,95.4,93.1,93.1
"1349","nation","England","E92000001","2021-06-03","85_89",858022,795845,354,818910,60,795845,354,95.4,92.8,92.8
"1350","nation","England","E92000001","2021-06-03","90+",474485,430349,249,445281,24,430349,249,93.8,90.7,90.7
"1351","nation","England","E92000001","2021-06-02","18_24",5273255,573231,9004,1038205,12546,573231,9004,19.7,10.9,10.9
"1352","nation","England","E92000001","2021-06-02","25_29",4474620,622434,8736,1121117,15692,622434,8736,25.1,13.9,13.9
"1353","nation","England","E92000001","2021-06-02","30_34",4772251,755539,11076,1960013,64532,755539,11076,41.1,15.8,15.8
"1354","nation","England","E92000001","2021-06-02","35_39",4525196,857291,12261,2621200,22881,857291,12261,57.9,18.9,18.9
"1355","nation","England","E92000001","2021-06-02","40_44",4135655,1010329,18435,2927712,5872,1010329,18435,70.8,24.4,24.4
"1356","nation","England","E92000001","2021-06-02","45_49",4007808,1301381,28756,3133039,3472,1301381,28756,78.2,32.5,32.5
"1357","nation","England","E92000001","2021-06-02","50_54",4231060,2323899,67199,3575811,1602,2323899,67199,84.5,54.9,54.9
"1358","nation","England","E92000001","2021-06-02","55_59",4079586,2515011,83636,3565975,1818,2515011,83636,87.4,61.6,61.6
"1359","nation","England","E92000001","2021-06-02","60_64",3451083,2697344,33518,3094048,1513,2697344,33518,89.7,78.2,78.2
"1360","nation","England","E92000001","2021-06-02","65_69",2888878,2533275,5517,2653740,431,2533275,5517,91.9,87.7,87.7
"1361","nation","England","E92000001","2021-06-02","70_74",2867074,2642753,1448,2701845,190,2642753,1448,94.2,92.2,92.2
"1362","nation","England","E92000001","2021-06-02","75_79",2070353,1934754,854,1973024,105,1934754,854,95.3,93.5,93.5
"1363","nation","England","E92000001","2021-06-02","80_84",1427834,1329087,509,1362526,88,1329087,509,95.4,93.1,93.1
"1364","nation","England","E92000001","2021-06-02","85_89",858022,795491,381,818850,36,795491,381,95.4,92.7,92.7
"1365","nation","England","E92000001","2021-06-02","90+",474485,430100,261,445257,28,430100,261,93.8,90.6,90.6
"1366","nation","England","E92000001","2021-06-01","18_24",5273255,564227,7868,1025659,4579,564227,7868,19.5,10.7,10.7
"1367","nation","England","E92000001","2021-06-01","25_29",4474620,613698,7726,1105425,5643,613698,7726,24.7,13.7,13.7
"1368","nation","England","E92000001","2021-06-01","30_34",4772251,744463,9626,1895481,35542,744463,9626,39.7,15.6,15.6
"1369","nation","England","E92000001","2021-06-01","35_39",4525196,845030,11247,2598319,13715,845030,11247,57.4,18.7,18.7
"1370","nation","England","E92000001","2021-06-01","40_44",4135655,991894,16039,2921840,4903,991894,16039,70.6,24,24
"1371","nation","England","E92000001","2021-06-01","45_49",4007808,1272625,24813,3129567,2716,1272625,24813,78.1,31.8,31.8
"1372","nation","England","E92000001","2021-06-01","50_54",4231060,2256700,58294,3574209,1216,2256700,58294,84.5,53.3,53.3
"1373","nation","England","E92000001","2021-06-01","55_59",4079586,2431375,87396,3564157,1647,2431375,87396,87.4,59.6,59.6
"1374","nation","England","E92000001","2021-06-01","60_64",3451083,2663826,39457,3092535,1443,2663826,39457,89.6,77.2,77.2
"1375","nation","England","E92000001","2021-06-01","65_69",2888878,2527758,5303,2653309,290,2527758,5303,91.8,87.5,87.5
"1376","nation","England","E92000001","2021-06-01","70_74",2867074,2641305,1219,2701655,137,2641305,1219,94.2,92.1,92.1
"1377","nation","England","E92000001","2021-06-01","75_79",2070353,1933900,606,1972919,79,1933900,606,95.3,93.4,93.4
"1378","nation","England","E92000001","2021-06-01","80_84",1427834,1328578,411,1362438,57,1328578,411,95.4,93,93
"1379","nation","England","E92000001","2021-06-01","85_89",858022,795110,261,818814,28,795110,261,95.4,92.7,92.7
"1380","nation","England","E92000001","2021-06-01","90+",474485,429839,169,445229,12,429839,169,93.8,90.6,90.6
"1381","nation","England","E92000001","2021-05-31","18_24",5273255,556359,4057,1021080,8637,556359,4057,19.4,10.6,10.6
"1382","nation","England","E92000001","2021-05-31","25_29",4474620,605972,3953,1099782,6865,605972,3953,24.6,13.5,13.5
"1383","nation","England","E92000001","2021-05-31","30_34",4772251,734837,5085,1859939,32364,734837,5085,39,15.4,15.4
"1384","nation","England","E92000001","2021-05-31","35_39",4525196,833783,5905,2584604,12916,833783,5905,57.1,18.4,18.4
"1385","nation","England","E92000001","2021-05-31","40_44",4135655,975855,6986,2916937,3682,975855,6986,70.5,23.6,23.6
"1386","nation","England","E92000001","2021-05-31","45_49",4007808,1247812,9211,3126851,2010,1247812,9211,78,31.1,31.1
"1387","nation","England","E92000001","2021-05-31","50_54",4231060,2198406,25423,3572993,860,2198406,25423,84.4,52,52
"1388","nation","England","E92000001","2021-05-31","55_59",4079586,2343979,53214,3562510,1079,2343979,53214,87.3,57.5,57.5
"1389","nation","England","E92000001","2021-05-31","60_64",3451083,2624369,29756,3091092,1224,2624369,29756,89.6,76,76
"1390","nation","England","E92000001","2021-05-31","65_69",2888878,2522455,3112,2653019,215,2522455,3112,91.8,87.3,87.3
"1391","nation","England","E92000001","2021-05-31","70_74",2867074,2640086,516,2701518,70,2640086,516,94.2,92.1,92.1
"1392","nation","England","E92000001","2021-05-31","75_79",2070353,1933294,263,1972840,31,1933294,263,95.3,93.4,93.4
"1393","nation","England","E92000001","2021-05-31","80_84",1427834,1328167,139,1362381,19,1328167,139,95.4,93,93
"1394","nation","England","E92000001","2021-05-31","85_89",858022,794849,70,818786,13,794849,70,95.4,92.6,92.6
"1395","nation","England","E92000001","2021-05-31","90+",474485,429670,44,445217,9,429670,44,93.8,90.6,90.6
"1396","nation","England","E92000001","2021-05-30","18_24",5273255,552302,4591,1012443,4570,552302,4591,19.2,10.5,10.5
"1397","nation","England","E92000001","2021-05-30","25_29",4474620,602019,4347,1092917,5907,602019,4347,24.4,13.5,13.5
"1398","nation","England","E92000001","2021-05-30","30_34",4772251,729752,5258,1827575,46204,729752,5258,38.3,15.3,15.3
"1399","nation","England","E92000001","2021-05-30","35_39",4525196,827878,6740,2571688,28289,827878,6740,56.8,18.3,18.3
"1400","nation","England","E92000001","2021-05-30","40_44",4135655,968869,10202,2913255,5930,968869,10202,70.4,23.4,23.4
"1401","nation","England","E92000001","2021-05-30","45_49",4007808,1238601,14602,3124841,3270,1238601,14602,78,30.9,30.9
"1402","nation","England","E92000001","2021-05-30","50_54",4231060,2172983,33997,3572133,1086,2172983,33997,84.4,51.4,51.4
"1403","nation","England","E92000001","2021-05-30","55_59",4079586,2290765,48964,3561431,1500,2290765,48964,87.3,56.2,56.2
"1404","nation","England","E92000001","2021-05-30","60_64",3451083,2594613,39459,3089868,1300,2594613,39459,89.5,75.2,75.2
"1405","nation","England","E92000001","2021-05-30","65_69",2888878,2519343,4006,2652804,278,2519343,4006,91.8,87.2,87.2
"1406","nation","England","E92000001","2021-05-30","70_74",2867074,2639570,601,2701448,89,2639570,601,94.2,92.1,92.1
"1407","nation","England","E92000001","2021-05-30","75_79",2070353,1933031,337,1972809,58,1933031,337,95.3,93.4,93.4
"1408","nation","England","E92000001","2021-05-30","80_84",1427834,1328028,205,1362362,24,1328028,205,95.4,93,93
"1409","nation","England","E92000001","2021-05-30","85_89",858022,794779,120,818773,20,794779,120,95.4,92.6,92.6
"1410","nation","England","E92000001","2021-05-30","90+",474485,429626,74,445208,5,429626,74,93.8,90.5,90.5
"1411","nation","England","E92000001","2021-05-29","18_24",5273255,547711,11224,1007873,8794,547711,11224,19.1,10.4,10.4
"1412","nation","England","E92000001","2021-05-29","25_29",4474620,597672,10398,1087010,10875,597672,10398,24.3,13.4,13.4
"1413","nation","England","E92000001","2021-05-29","30_34",4772251,724494,13516,1781371,63216,724494,13516,37.3,15.2,15.2
"1414","nation","England","E92000001","2021-05-29","35_39",4525196,821138,15946,2543399,51212,821138,15946,56.2,18.1,18.1
"1415","nation","England","E92000001","2021-05-29","40_44",4135655,958667,22392,2907325,11846,958667,22392,70.3,23.2,23.2
"1416","nation","England","E92000001","2021-05-29","45_49",4007808,1223999,37320,3121571,6378,1223999,37320,77.9,30.5,30.5
"1417","nation","England","E92000001","2021-05-29","50_54",4231060,2138986,100177,3571047,2344,2138986,100177,84.4,50.6,50.6
"1418","nation","England","E92000001","2021-05-29","55_59",4079586,2241801,87484,3559931,2515,2241801,87484,87.3,55,55
"1419","nation","England","E92000001","2021-05-29","60_64",3451083,2555154,67831,3088568,1841,2555154,67831,89.5,74,74
"1420","nation","England","E92000001","2021-05-29","65_69",2888878,2515337,8928,2652526,460,2515337,8928,91.8,87.1,87.1
"1421","nation","England","E92000001","2021-05-29","70_74",2867074,2638969,1989,2701359,222,2638969,1989,94.2,92,92
"1422","nation","England","E92000001","2021-05-29","75_79",2070353,1932694,927,1972751,122,1932694,927,95.3,93.4,93.4
"1423","nation","England","E92000001","2021-05-29","80_84",1427834,1327823,499,1362338,64,1327823,499,95.4,93,93
"1424","nation","England","E92000001","2021-05-29","85_89",858022,794659,317,818753,27,794659,317,95.4,92.6,92.6
"1425","nation","England","E92000001","2021-05-29","90+",474485,429552,153,445203,12,429552,153,93.8,90.5,90.5
"1426","nation","England","E92000001","2021-05-28","18_24",5273255,536487,11405,999079,8182,536487,11405,18.9,10.2,10.2
"1427","nation","England","E92000001","2021-05-28","25_29",4474620,587274,10981,1076135,11716,587274,10981,24,13.1,13.1
"1428","nation","England","E92000001","2021-05-28","30_34",4772251,710978,14097,1718155,67606,710978,14097,36,14.9,14.9
"1429","nation","England","E92000001","2021-05-28","35_39",4525196,805192,16916,2492187,61735,805192,16916,55.1,17.8,17.8
"1430","nation","England","E92000001","2021-05-28","40_44",4135655,936275,22446,2895479,12576,936275,22446,70,22.6,22.6
"1431","nation","England","E92000001","2021-05-28","45_49",4007808,1186679,36013,3115193,6547,1186679,36013,77.7,29.6,29.6
"1432","nation","England","E92000001","2021-05-28","50_54",4231060,2038809,91601,3568703,2590,2038809,91601,84.3,48.2,48.2
"1433","nation","England","E92000001","2021-05-28","55_59",4079586,2154317,82358,3557416,3118,2154317,82358,87.2,52.8,52.8
"1434","nation","England","E92000001","2021-05-28","60_64",3451083,2487323,70403,3086727,2994,2487323,70403,89.4,72.1,72.1
"1435","nation","England","E92000001","2021-05-28","65_69",2888878,2506409,10221,2652066,595,2506409,10221,91.8,86.8,86.8
"1436","nation","England","E92000001","2021-05-28","70_74",2867074,2636980,2398,2701137,267,2636980,2398,94.2,92,92
"1437","nation","England","E92000001","2021-05-28","75_79",2070353,1931767,1212,1972629,161,1931767,1212,95.3,93.3,93.3
"1438","nation","England","E92000001","2021-05-28","80_84",1427834,1327324,778,1362274,90,1327324,778,95.4,93,93
"1439","nation","England","E92000001","2021-05-28","85_89",858022,794342,519,818726,47,794342,519,95.4,92.6,92.6
"1440","nation","England","E92000001","2021-05-28","90+",474485,429399,362,445191,32,429399,362,93.8,90.5,90.5
"1441","nation","England","E92000001","2021-05-27","18_24",5273255,525082,10539,990897,13121,525082,10539,18.8,10,10
"1442","nation","England","E92000001","2021-05-27","25_29",4474620,576293,10559,1064419,19699,576293,10559,23.8,12.9,12.9
"1443","nation","England","E92000001","2021-05-27","30_34",4772251,696881,13590,1650549,84744,696881,13590,34.6,14.6,14.6
"1444","nation","England","E92000001","2021-05-27","35_39",4525196,788276,15868,2430452,76191,788276,15868,53.7,17.4,17.4
"1445","nation","England","E92000001","2021-05-27","40_44",4135655,913829,21290,2882903,14537,913829,21290,69.7,22.1,22.1
"1446","nation","England","E92000001","2021-05-27","45_49",4007808,1150666,33642,3108646,7834,1150666,33642,77.6,28.7,28.7
"1447","nation","England","E92000001","2021-05-27","50_54",4231060,1947208,95041,3566113,3802,1947208,95041,84.3,46,46
"1448","nation","England","E92000001","2021-05-27","55_59",4079586,2071959,75615,3554298,8109,2071959,75615,87.1,50.8,50.8
"1449","nation","England","E92000001","2021-05-27","60_64",3451083,2416920,63848,3083733,8861,2416920,63848,89.4,70,70
"1450","nation","England","E92000001","2021-05-27","65_69",2888878,2496188,10651,2651471,1150,2496188,10651,91.8,86.4,86.4
"1451","nation","England","E92000001","2021-05-27","70_74",2867074,2634582,2816,2700870,359,2634582,2816,94.2,91.9,91.9
